Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	7	7	1	6	5	5	1	4	3	3	2	2	1	1	2	11	1	9	1	15	1	1	1	1	1	24	1	1
10	2	8	25	7	1	6	1	5	1	4	3	3	3	2	4	1	14	3	1	14	1	1	1	1	1	1	1	25	1	1
20	5	8	5	7	5	6	3	5	1	4	4	3	4	2	1	1	1	4	2	1	1	17	2	1	1	2	1	5	1	1
30	1	8	7	7	2	6	1	5	3	4	4	3	1	2	1	1	1	12	1	1	1	9	1	10	1	1	1	24	1	1
40	3	8	1	7	4	6	4	5	1	4	5	3	5	2	3	1	3	5	1	3	1	4	1	1	1	1	1	10	1	1
50	7	8	7	7	4	6	4	5	9	4	2	3	2	2	2	1	2	2	9	2	1	4	2	9	1	9	1	7	1	1
60	24	8	7	7	3	6	3	5	3	4	3	3	3	2	3	1	3	3	1	3	3	3	1	3	1	1	1	24	1	1
70	7	8	7	7	2	6	2	5	2	4	4	3	4	2	1	1	1	4	2	1	2	2	9	2	1	9	1	7	1	1
80	7	8	7	7	4	6	4	5	1	4	5	3	1	2	2	1	2	15	1	2	1	4	1	1	1	1	1	7	1	1
90	7	8	7	7	12	6	4	5	11	4	4	3	4	2	2	1	2	4	2	2	3	12	2	11	1	2	1	7	1	1
100	7	8	7	7	3	6	3	5	2	4	3	3	3	2	2	1	2	3	2	2	2	3	2	2	1	2	1	7	1	1
110	7	8	7	7	3	6	3	5	2	4	4	3	1	2	12	1	4	12	2	12	2	3	2	2	1	2	1	7	1	1
120	7	8	7	7	1	6	1	5	1	4	2	3	2	2	2	1	2	2	1	2	1	1	1	1	1	1	1	7	1	1
130	7	8	7	7	4	6	4	5	1	4	5	3	15	2	1	1	1	15	1	1	1	4	1	1	1	1	1	7	1	1
140	7	8	7	7	1	6	1	5	1	4	3	3	3	2	4	1	4	3	1	4	1	1	1	1	1	1	1	7	1	1
150	7	8	7	7	4	6	4	5	2	4	4	3	4	2	1	1	1	4	2	1	2	4	2	2	1	2	1	7	1	1
160	7	8	7	7	4	6	4	5	1	4	3	3	3	2	1	1	1	3	1	1	1	4	1	1	1	1	1	7	1	1
170	7	8	7	7	1	6	12	5	1	4	2	3	13	2	3	1	3	13	1	3	1	12	1	1	1	1	1	7	1	1
180	7	8	7	7	1	6	1	5	1	4	3	3	3	2	1	1	1	3	1	1	1	1	1	1	1	1	1	7	1	1
190	7	8	7	7	5	6	5	5	1	4	3	3	3	2	3	1	3	3	9	3	1	5	1	1	1	9	1	7	1	1
200	7	8	7	7	2	6	2	5	1	4	4	3	4	2	4	1	4	4	1	4	1	2	1	1	1	1	1	7	1	1
