Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	1	6	1	5	4	4	3	3	2	2	1	1	3	11	1	10	1	12	1	1	1	1	1	1	1	1
10	3	8	3	7	1	6	3	5	4	4	6	3	6	2	2	1	2	6	2	2	3	13	1	3	1	3	1	1	1	1
20	1	8	1	7	1	6	3	5	4	4	3	3	3	2	3	1	3	3	14	3	3	14	1	3	1	1	1	1	1	1
30	2	8	2	7	1	6	2	5	4	4	4	3	4	2	4	1	4	4	4	4	3	4	1	11	1	2	1	1	1	1
40	2	8	2	7	2	6	1	5	1	4	4	3	4	2	1	1	1	4	1	1	9	1	1	9	2	2	1	2	1	1
50	4	8	4	7	2	6	2	5	3	4	3	3	3	2	3	1	3	3	3	3	2	3	1	2	2	4	1	2	1	1
60	4	8	4	7	9	6	3	5	5	4	5	3	5	2	5	1	23	5	5	23	11	5	1	11	2	4	1	9	1	1
70	3	8	3	7	2	6	3	5	4	4	1	3	1	2	4	1	4	1	4	4	1	4	1	10	2	3	1	2	1	1
80	1	8	1	7	1	6	1	5	9	4	1	3	1	2	1	1	1	1	1	1	2	9	1	9	1	1	1	1	1	1
90	3	8	3	7	2	6	1	5	4	4	7	3	5	2	3	1	3	28	3	3	1	14	1	1	2	3	1	2	1	1
100	1	8	1	7	2	6	3	5	5	4	5	3	5	2	5	1	5	5	5	5	3	5	1	3	1	1	1	9	1	1
110	1	8	1	7	1	6	2	5	4	4	4	3	14	2	4	1	4	14	13	4	2	13	1	2	1	1	1	1	1	1
120	2	8	2	7	9	6	3	5	1	4	2	3	4	2	5	1	4	13	4	18	3	12	1	3	2	2	1	9	1	1
130	4	8	4	7	2	6	2	5	1	4	1	3	1	2	1	1	1	1	1	1	2	1	1	2	9	4	1	9	1	1
140	3	8	1	7	2	6	1	5	2	4	2	3	9	2	2	1	2	9	2	2	1	2	1	1	2	10	1	2	1	1
150	1	8	1	7	2	6	1	5	1	4	6	3	21	2	1	1	1	21	1	1	1	1	1	1	2	1	1	2	1	1
160	12	8	1	7	1	6	3	5	14	4	2	3	2	2	3	1	10	2	3	10	3	14	1	3	1	12	1	1	1	1
170	3	8	3	7	1	6	3	5	1	4	1	3	1	2	1	1	1	1	1	1	3	1	1	3	1	3	1	1	1	1
180	4	8	4	7	2	6	1	5	3	4	4	3	4	2	6	1	23	4	3	23	1	3	1	1	2	4	1	2	1	1
190	2	8	2	7	1	6	1	5	2	4	3	3	3	2	2	1	2	3	2	2	1	2	1	1	1	2	1	1	1	1
200	4	8	4	7	1	6	1	5	2	4	1	3	1	2	1	1	1	1	1	1	1	9	1	1	1	4	1	1	1	1
210	11	8	2	7	1	6	2	5	4	4	4	3	5	2	4	1	4	18	4	4	2	4	1	2	1	11	1	1	1	1
220	2	8	3	7	1	6	1	5	2	4	1	3	1	2	9	1	1	1	2	9	1	2	1	1	2	11	1	9	1	1
230	1	8	1	7	1	6	1	5	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
240	1	8	1	7	1	6	1	5	4	4	14	3	4	2	4	1	14	14	14	14	1	14	1	1	1	1	1	1	1	1
250	4	8	4	7	2	6	1	5	4	4	5	3	5	2	4	1	4	5	4	4	1	4	1	1	2	4	1	2	1	1
260	4	8	4	7	2	6	3	5	1	4	5	3	5	2	1	1	1	5	1	1	3	1	1	3	2	4	1	2	1	1
270	2	8	9	7	1	6	3	5	3	4	3	3	3	2	3	1	3	3	3	3	3	3	1	3	1	9	1	1	1	1
280	4	8	4	7	1	6	2	5	2	4	2	3	2	2	2	1	2	2	2	2	2	2	1	2	1	4	1	1	1	1
290	3	8	11	7	1	6	9	5	3	4	3	3	3	2	14	1	3	3	14	14	1	14	1	9	1	11	1	1	1	1
300	3	8	3	7	2	6	1	5	1	4	3	3	3	2	3	1	3	3	3	3	3	10	1	10	2	3	1	2	1	1
310	2	8	2	7	2	6	1	5	2	4	2	3	2	2	2	1	2	2	2	2	1	2	1	1	2	2	1	2	1	1
320	2	8	2	7	1	6	1	5	4	4	1	3	1	2	4	1	4	1	4	4	1	4	1	1	1	2	1	1	1	1
330	4	8	4	7	1	6	1	5	4	4	2	3	2	2	2	1	2	2	2	2	1	13	1	1	1	4	1	1	1	1
340	1	8	1	7	1	6	1	5	5	4	2	3	4	2	1	1	1	13	1	1	3	15	1	10	1	1	1	1	1	1
350	4	8	14	7	1	6	1	5	11	4	4	3	4	2	3	1	3	4	3	3	1	11	1	1	1	14	1	1	1	1
360	3	8	3	7	1	6	2	5	15	4	11	3	2	2	10	1	3	11	1	10	9	15	1	9	1	3	1	1	1	1
370	4	8	2	7	2	6	3	5	1	4	16	3	5	2	1	1	2	16	1	9	3	1	1	3	2	13	1	2	1	1
380	3	8	3	7	1	6	1	5	2	4	2	3	2	2	2	1	2	2	2	2	1	2	1	1	1	3	1	1	1	1
390	1	8	1	7	2	6	1	5	4	4	2	3	2	2	4	1	4	2	4	4	1	4	1	1	2	1	1	2	1	1
400	3	8	3	7	1	6	1	5	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
410	2	8	2	7	2	6	2	5	1	4	1	3	1	2	1	1	1	1	1	1	2	1	1	2	2	2	1	2	1	1
420	1	8	1	7	1	6	1	5	3	4	5	3	3	2	3	1	3	17	3	3	1	3	1	1	1	1	1	1	1	1
430	2	8	2	7	1	6	2	5	4	4	5	3	5	2	4	1	4	5	4	4	2	4	1	2	1	2	1	1	1	1
440	14	8	3	7	2	6	1	5	4	4	4	3	4	2	4	1	4	4	4	4	1	4	1	1	2	14	1	2	1	1
450	1	8	1	7	2	6	2	5	1	4	3	3	3	2	5	1	5	3	5	5	2	15	1	2	2	1	1	2	1	1
460	2	8	2	7	2	6	1	5	4	4	5	3	5	2	5	1	5	5	5	5	1	18	1	1	2	2	1	2	1	1
470	4	8	4	7	1	6	3	5	2	4	3	3	3	2	2	1	2	3	2	2	3	2	1	3	1	4	1	1	1	1
480	2	8	1	7	1	6	2	5	2	4	6	3	6	2	2	1	2	6	2	2	2	2	1	2	1	9	1	1	1	1
490	2	8	2	7	1	6	3	5	2	4	2	3	2	2	2	1	2	2	2	2	3	2	1	3	1	2	1	1	1	1
500	1	8	1	7	2	6	2	5	4	4	5	3	4	2	4	1	4	18	4	4	2	4	1	2	2	1	1	2	1	1
510	9	8	2	7	1	6	2	5	1	4	1	3	1	2	1	1	1	1	1	1	2	1	1	2	1	9	1	1	1	1
520	2	8	2	7	9	6	1	5	2	4	9	3	2	2	1	1	9	9	9	9	1	9	1	1	2	2	1	9	1	1
530	1	8	1	7	2	6	1	5	4	4	5	3	5	2	4	1	4	5	4	4	1	4	1	1	2	1	1	2	1	1
540	4	8	4	7	1	6	2	5	5	4	12	3	4	2	5	1	5	12	18	5	2	18	1	2	1	4	1	1	1	1
550	1	8	1	7	2	6	1	5	4	4	5	3	5	2	2	1	2	5	13	2	3	13	1	10	2	1	1	2	1	1
560	1	8	1	7	1	6	1	5	1	4	2	3	20	2	1	1	2	20	2	9	2	9	1	9	1	1	1	1	1	1
570	3	8	3	7	1	6	2	5	2	4	1	3	1	2	2	1	2	1	2	2	2	2	1	2	1	3	1	1	1	1
580	12	8	1	7	1	6	1	5	1	4	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	12	1	1	1	1
590	1	8	1	7	2	6	2	5	3	4	5	3	5	2	3	1	3	5	3	3	2	3	1	2	2	1	1	2	1	1
600	2	8	2	7	9	6	2	5	3	4	3	3	3	2	3	1	3	3	3	3	2	3	1	2	2	2	1	9	1	1
610	2	8	2	7	9	6	1	5	3	4	3	3	3	2	3	1	3	3	3	3	1	3	1	1	1	2	1	9	1	1
620	1	8	1	7	1	6	2	5	4	4	3	3	1	2	1	1	1	10	1	1	3	12	1	11	1	1	1	1	1	1
630	3	8	3	7	9	6	1	5	4	4	1	3	1	2	4	1	4	1	4	4	1	4	1	1	2	3	1	9	1	1
640	2	8	2	7	2	6	3	5	1	4	1	3	2	2	5	1	5	9	15	5	3	15	1	3	2	2	1	2	1	1
650	3	8	3	7	2	6	1	5	13	4	7	3	29	2	4	1	4	29	4	4	1	13	1	1	2	3	1	2	1	1
660	1	8	1	7	2	6	2	5	1	4	2	3	1	2	1	1	1	9	1	1	2	1	1	2	2	1	1	2	1	1
670	1	8	1	7	1	6	1	5	4	4	4	3	4	2	4	1	4	4	4	4	1	4	1	1	1	1	1	1	1	1
680	9	8	1	7	1	6	1	5	5	4	2	3	2	2	5	1	16	2	5	16	2	5	1	9	1	9	1	1	1	1
690	3	8	3	7	2	6	1	5	2	4	5	3	5	2	2	1	2	5	2	2	1	2	1	1	2	3	1	2	1	1
700	1	8	1	7	1	6	1	5	3	4	5	3	5	2	3	1	3	5	3	3	2	3	1	9	1	1	1	1	1	1
710	3	8	14	7	1	6	2	5	4	4	23	3	5	2	5	1	5	23	4	5	9	4	1	9	1	14	1	1	1	1
720	2	8	9	7	1	6	1	5	2	4	2	3	2	2	2	1	2	2	2	2	1	2	1	1	1	9	1	1	1	1
730	4	8	13	7	1	6	2	5	3	4	5	3	2	2	4	1	4	16	3	4	2	3	1	2	1	13	1	1	1	1
740	3	8	2	7	2	6	2	5	1	4	4	3	2	2	1	1	1	13	1	1	2	1	1	2	2	11	1	2	1	1
750	1	8	12	7	1	6	2	5	5	4	5	3	5	2	5	1	5	5	5	5	2	5	1	2	1	12	1	1	1	1
760	2	8	2	7	2	6	3	5	3	4	3	3	4	2	3	1	3	14	3	3	3	3	1	3	2	2	1	2	1	1
770	1	8	1	7	1	6	1	5	2	4	2	3	2	2	2	1	2	2	2	2	1	2	1	1	1	1	1	1	1	1
