Iteration	start_1	end_1	start_2	end_2	start_3	end_3	start_4	end_4	start_5	end_5	start_6	end_6	start_7	end_7	start_8	end_8	start_9	end_9	start_10	end_10	start_11	end_11	start_12	end_12	start_13	end_13	start_14	end_14	start_15	end_15
0	1	8	1	7	6	6	5	5	1	4	3	3	2	2	1	1	1	9	1	10	1	1	1	19	1	15	1	1	1	1
10	1	8	3	7	3	6	2	5	10	4	3	3	2	2	2	1	3	2	1	3	1	10	2	3	1	2	1	1	1	1
20	1	8	6	7	6	6	18	5	3	4	1	3	1	2	1	1	1	1	11	1	1	11	5	6	1	18	1	1	1	1
30	2	8	27	7	7	6	5	5	2	4	2	3	15	2	5	1	2	15	2	2	1	2	5	27	2	5	1	2	1	1
40	1	8	6	7	3	6	5	5	1	4	2	3	5	2	5	1	2	5	1	2	1	1	5	21	1	5	1	1	1	1
50	2	8	6	7	21	6	1	5	1	4	1	3	2	2	2	1	1	2	1	1	1	1	15	21	2	15	1	2	1	1
60	2	8	1	7	1	6	4	5	3	4	14	3	3	2	3	1	4	3	3	14	1	3	4	1	2	4	1	2	1	1
70	2	8	6	7	7	6	1	5	3	4	3	3	21	2	3	1	3	21	3	3	1	3	1	29	2	1	1	2	1	1
80	1	8	7	7	7	6	1	5	1	4	4	3	1	2	1	1	4	1	1	4	1	1	1	7	1	1	1	1	1	1
90	1	8	3	7	3	6	5	5	2	4	1	3	4	2	4	1	12	4	2	12	1	2	16	3	1	16	1	1	1	1
100	1	8	7	7	7	6	5	5	1	4	4	3	5	2	5	1	4	5	1	4	1	1	5	7	1	5	1	1	1	1
110	1	8	6	7	6	6	1	5	1	4	2	3	1	2	5	1	2	15	1	2	1	1	1	6	1	1	1	1	1	1
120	1	8	6	7	6	6	15	5	2	4	4	3	2	2	2	1	4	2	2	4	1	2	1	6	1	15	1	1	1	1
130	1	8	6	7	6	6	1	5	1	4	1	3	5	2	5	1	1	5	1	1	1	1	1	6	1	1	1	1	1	1
140	1	8	7	7	7	6	14	5	1	4	4	3	14	2	4	1	4	14	1	4	1	1	3	7	1	14	1	1	1	1
150	1	8	6	7	6	6	1	5	1	4	4	3	5	2	15	1	4	15	1	4	1	1	1	6	1	1	1	1	1	1
